product_name,category,sub_category,brand,price,description
Peregrine 7 Trail-Running Shoes - Men's,footwear,mens-footwear,Saucony,89.93,"Setting the pace for off-road versatility, Saucony Peregrine 7 shoes adapt across any terrain, courtesy of their ultra-grippy Pwrtrac outsoles."
PivLock Arena Max ChromaPop Sunglasses,camping-and-hiking,sunglasses,Smith,189,"Designed to address the needs of pro athletes and serious outdoor enthusiasts, the Smith PivLock Arena Max ChromaPop sunglasses provide a large lens profile for coverage and fit on larger faces."
Dog Leash,camping-and-hiking,dog-gear,Topo Designs,20.93,"The Topo Designs dog leash is one take on a canine classic. It's made from the heavy-duty nylon webbing used on many Topo Designs packs and bags, and it has a double-loop handle for adjustability."
Action Packer - 8 gal.,camping-and-hiking,gear-storage-and-maintenance,Rubbermaid,29.95,This 8 gal. Rubbermaid&#174; storage container is perfect for keeping gear organized around the house and in the car.
Glider Hammock Shelter,camping-and-hiking,camp-furniture,Kammok,160.93,The Kammok Glider&#8482; Shelter provides weather protection rain or shine and is the first portable hammock shelter to feature a fully integrated rainwater retention system.
Basic Illustrated Wilderness First Aid,books-and-maps,how-to-and-instructional-books,FalconGuides,12.95,"FalconGuides Basic Illustrated Wilderness First Aid is heavily illustrated and richly designed. It's written for the novice, but also serves as a handy first aid guide to veteran first responders."
Miracle in the Andes: 72 Days on the Mountain and My Long Trek Home,books-and-maps,adventure-books,Random House Inc.,16,"A gripping, real-life tale of a soccer team's plane crash in the Andes and one man's struggle to survive."
Hiking Glacier and Waterton Lakes National Parks - 4th Edition,books-and-maps,guidebooks,FalconGuides,21.95,The updated edition of <i>Hiking Glacier and Waterton Lakes National Parks</i> helps you discover the wonders of these 2 parks through 850 mi. of trails.
Yosemite National Park Topographic Map Pack,books-and-maps,maps,Trails Illustrated,32.95,"Combining 4 titles, the Trails Illustrated Yosemite National Park topographic map pack helps explorers of all levels see everything this astounding park has to offer."
Adapter Plug - Britain/Africa,travel-and-luggage,converters-and-adapters,Lewis N. Clark,7,"Traveling to Britain, Africa or certain regions in Asia? This sturdy, compact Lewis N. Clark adapter plug lets appliances or chargers fit into outlets with a different plug configuration."
All-Weather Letter Copier and Laser Paper,books-and-maps,mapping-software,Rite in the Rain,12.95,"Rite in the Rain All-Weather Letter Copier and Laser paper repels rain, sweat and grime to preserve printouts and write notes&#8212;perfect for use on your outdoor adventures, anywhere and anytime."
Nebula 34 Pack,electronics,electronics-bags-and-cases,Osprey,120,"The Osprey Nebula 34 pack offers a TSA-approved laptop sleeve, internal and external organization pockets and a large main compartment great for your daily commutes and weekend getaways."
Jib Wireless Headphones,electronics,music-systems,Skullcandy,34.95,"The Skullcandy Jib wireless headphones offer hands-free Bluetooth listening. Resting comfortably in your ears, their microphone lets you control your phone calls and advance tracks without any wires."
Charge 2 Heart Rate Monitor Fitness Tracker,fitness,fitness-electronics,Fitbit,149.95,"Make every beat count with the Fitbit Charge 2 heart rate monitor fitness tracker. It tracks heart rate, activity, sleep and more to give you a comprehensive picture of your health."
Fenix Chronos Titanium GPS Heart Rate Monitor Watch,camping-and-hiking,watches,Garmin,1500,"Combining luxury materials and cutting-edge technology, the Garmin Fenix Chronos titanium GPS heart rate monitor watch is a comprehensive multifunction tool for tracking, navigation and performance."
Vivoactive 3 GPS Heart Rate Monitor Watch,electronics,gps-systems,Garmin,300,"From playing to paying, the Garmin Vivoactive 3 smartwatch complements your active life. It features built-in GPS, preloaded sports apps and Garmin Pay, so you can leave your phone and wallet at home."
Southern California Annual Forest Adventure Pass - Second Car,lifestyle-and-gifts,park-passes,None,4.99,"When purchased at the same time as your Southern California Annual Forest Adventure Pass (sold separately), this pass gets friends & family in a second car into Southern California National Forests."
National Parks Edition Monopoly,lifestyle-and-gifts,games-and-toys,USAOPOLY,39.95,USAOPOLY National Parks Edition Monopoly lets you explore America's beautiful national parks while playing America's favorite board game.
Islander LED Picnic Blanket,lifestyle-and-gifts,picnicking,ENO,69.95,"Trimmed with a string of bright lights, the festival-ready ENO Islander LED picnic blanket sets up in a pinch and packs down into a convenient stuff sack. Sit on it, dance on it and sleep under it!"
Twilights LED String Lights,lifestyle-and-gifts,home-and-cabin-decor,ENO,19.95,"Create stars on a cloudy night, set up a backcountry disco or celebrate Christmas in your hammock with the ENO Twilights LED String Lights"
Laurel Q2X Silicone Ring - Women's,lifestyle-and-gifts,jewelry,QALO,24.95,"With a flat design and intricate engraved details, the QALO Laurel Q2X silicone ring is built to fit the lives of active women, especially when a traditional metal ring raises safety concerns."
Classic SD Knife,lifestyle-and-gifts,keychains,Swiss Army,19.95,"The Swiss Army Classic SD Knife combines a blade, scissors, screwdriver, nail file, tweezers and toothpick into one lightweight, convenient and eye-catching tool."
3-Way Grip,electronics,helmet-cameras,GoPro,70,"This waterproof mount moonlights as a camera grip, extension arm and tripod, helping you capture custom POV or follow-cam footage, selfies and static tripod shots of your photo-worthy adventures."
CCRadio-2E Enhanced Radio,electronics,emergency-electronics,C Crane,159.95,"The portable and powerful C Crane CCRadio-2E Enhanced Radio offers robust AM and FM reception, weather band/alerts and high-quality human voice and musical audio."
Ditty Sack - Package of 3,camping-and-hiking,stuff-sacks,REI Co-op,19.95,This set of REI Co-op Ditty sacks with drawstring/toggle closures helps you organize and store your gear for camping or backpacking.
Yay! Trees! Sticker,lifestyle-and-gifts,stickers,YAY! LiFE!,4,"Trees are great for a picnic or a hammock nap. Let everyone see your love for the giants of the forest with a durable vinyl YAY! LiFE! Yay! Trees! sticker on your car, bottle, roof box or laptop."
T460 2-Way Radios - Pair,camping-and-hiking,radios-and-headphones,Motorola,89.95,"Keep in touch with others from up to 35 miles away, whether you're just saying hi or need emergency help, and get real-time weather alerts with the weatherproof Motorola T460 2-way radio set."
Outdoor Journal - Small,lifestyle-and-gifts,journals-and-pens,Rite in the Rain,6,"The small Rite in the Rain outdoor journal features unique, all-weather paper that sheds water and preserves the written image, even when wet."
Boulder 100 Solar Panel Briefcase,camping-and-hiking,solar-and-portable-power,Goal Zero,299.95,"Combining the strength of a rigid panel with the convenience of a folding design, the Goal Zero Boulder 100 solar panel briefcase consists of two powerful Boulder 50 solar panels hinged together."
HandleBand Smartphone Handlebar Mount,packs-and-bags,cases,Nite Ize,20,"A universal handlebar mount with a smart design, the Nite Ize HandleBand Smartphone Handlebar Mount uses grippy silicone to secure your phone for easy viewing."
Insulated Kollusion Jacket - Men's,mens-clothing,mens-jackets,KUHL,138.93,"The Kuhl Insulated Kollusion men's jacket combines water-resistant, breathable fabric and quilted body insulation to trap your body's heat, offering soft yet durable protection for all seasons."
Black Hole Wheeled Duffel - 120L,packs-and-bags,bags,Patagonia,349,"To haul a ton of gear on long adventure trips, wheel it smoothly in this cavernous duffel. It's built from burly waterproof fabric that withstands rain, dirt and rough handling."
Deva 60 Pack - Women's,packs-and-bags,packs,Gregory,179.93,"Winner of Backpacker magazine's 2015 Editors' Choice Gold Award, this multiday pack with customizable suspension excels equally at long winter weekends and extended trips with a minimalist gear list."
Camping Activity Book for Families,books-and-maps,kids-books,FalconGuides,21.95,"The kid-tested FalconGuides Camping Activity Book for Families offers activities, games, crafts, songs and good old-fashioned fun for parents and children to share in the wonders of the outdoors."
Cascadia 12 Trail-Running Shoes - Women's,footwear,shoes,Brooks,130,"Off-road adventures start with Brooks Cascadia 12 trail runners. Their winning combo of cushioning, traction and fit now includes an evolved pivot that improves cushioning and flexibility at toe-off."
Merino Wool Liner Socks,footwear,socks,REI Co-op,10.95,"Worn under your hiking socks, our REI Merino Wool liner socks help reduce friction and prevent blisters when you're logging lots of miles on the trail."
Down Mules - Women's,footwear,slippers,Cabiniste,34.73,Keep your feet warm on cold winter nights at home or in the cabin with the women's Cabiniste down moccasins. They're insulated with compressible down and lined with soft microfleece.
Ellipse GTX Hiking Shoes - Women's,footwear,hiking-footwear,Salomon,89.93,"The Salomon Ellipse GTX hiking shoes provide waterproof protection in a lightweight, agile and resilient design for all-weather, fast-paced hiking."
Hurricane II Sandals - Kids',footwear,kids-footwear,Teva,19.83,"Teva Hurricane II sandals are flexible and lightweight. Your kids will love to wear them daily through the summer, and then some."
Kukenam XL Ruggedized SKY 4 Tent,camping-and-hiking,tents,Tepui Tents,2250,"Come rain, shine or howling wind, the Kukenam XL Ruggedized SKY 4 tent's heavy-duty construction provides a cozy base camp for all your climbing, mountain biking and hiking explorations."
Capra Glacial Ice Mid WP Winter Hiking Boots - Women's,footwear,womens-footwear,Merrell,114.93,"Made for scrambling, the Merrell Capra Glacial Ice Mid WP winter hiking boots let you move across steep terrain with mountain-goat ease. Insulation allows you to traverse snow and ice in comfort."
Joan of Arctic Winter Boots - Women's,footwear,boots,Sorel,180,"Iconic Sorel Joan of Arctic winter boots boast premium-quality full-grain leather and suede along with waterproof, insulated construction that keeps your feet dry and warm on all your winter outings."
Alpine 3/4 Gaiters,footwear,footwear-accessories,REI Co-op,54.95,"Puddles, streams and snowdrifts are no match for the water-resistant REI Alpine 3/4 Gaiters, perfect for keeping water and debris out of your boots when you're on the trail."
NF38 Sandals - Women's,footwear,sandals,El Naturalista,59.83,"El Naturalista NF38 women's sandals are easy to slip on and a joy to wear all summer long, whether you're traveling or just walking around town."
Cascadia 12 Trail-Running Shoes - Men's,footwear,mens-footwear,Brooks,130,"Offering a proven winning combo of cushioning, traction and fit, Brooks Cascadia 12 men's trail-running shoes now have an evolved pivot system that improves cushioning and flexibility at toe-off."
